Dataset: Gulf of Mexico ,,,,,,
Species Name: Dwarf goatfish (Upeneus parvus),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
017-903-00033,15-20,28.94958,-91.35567,7.7,2009,0
017-904-00016,8-20,30.17333,-85.93592,21.9,2009,0
017-903-00034,15-20,29.16983,-91.419,3.8,2009,0
017-904-00017,8-20,29.88942,-85.87983,32.9,2009,0
017-903-00035,16-20,29.20983,-92.14033,6,2009,0
017-904-00018,8-20,29.62075,-85.55733,23.8,2009,0
017-903-00036,17-20,29.74158,-93.1635,4,2009,0
017-904-00019,8-20,29.81325,-85.79442,31.1,2009,0
017-903-00037,17-20,29.68175,-93.35067,7.9,2009,0
017-904-00020,8-20,29.9085,-85.77283,29.3,2009,0
017-904-00001,10-20,30.24783,-87.57725,9.1,2009,0
017-904-00021,8-20,29.806,-85.55342,20.1,2009,0
017-904-00002,10-20,30.19842,-87.50683,16.1,2009,0
017-904-00022,8-20,29.54842,-85.20742,11.5,2009,0
017-904-00003,10-20,30.14142,-87.80925,13.9,2009,0
017-904-00023,8-20,29.57642,-85.16667,8.8,2009,0
017-904-00004,10-20,30.1505,-87.75475,13.2,2009,0
017-904-00024,8-20,29.57383,-85.35575,11.9,2009,0
017-904-00005,10-20,30.02492,-87.60442,27.4,2009,0
017-904-00025,8-20,29.48717,-85.49133,13.5,2009,0
017-904-00006,10-20,30.03225,-87.53458,29.3,2009,0.02188338
017-904-00026,8-20,29.44417,-85.42708,25.6,2009,0
017-904-00007,10-20,30.11792,-87.67458,13,2009,0
017-904-00027,8-20,29.40875,-85.06333,20.1,2009,0
017-904-00008,10-20,30.04575,-87.37925,27.4,2009,0
017-904-00028,7-20,29.155,-84.92667,29.3,2009,0
017-904-00009,10-20,30.03617,-87.32017,29.3,2009,0
017-904-00030,8-20,29.08983,-85.0825,32.9,2009,0
017-904-00010,9-20,30.15125,-86.94092,32.9,2009,0
017-904-00031,7-20,29.27133,-84.87183,27.4,2009,0
017-904-00011,9-20,30.3515,-86.90892,18.1,2009,0
017-904-00032,7-20,29.336,-84.55008,29.3,2009,0
017-904-00012,9-20,30.32967,-86.58217,25.6,2009,0
017-904-00033,7-20,29.71758,-84.6465,11.2,2009,0
017-904-00013,9-60,30.11217,-86.59092,40.2,2009,0
017-904-00034,7-20,29.79533,-84.01742,9,2009,0
017-904-00035,7-20,29.68583,-83.93392,14.1,2009,0
017-904-00036,7-20,29.4195,-83.91608,18.7,2009,0
017-904-00037,7-20,29.64733,-83.75775,11.5,2009,0
017-904-00038,7-20,29.35817,-83.51242,9.1,2009,0
017-904-00061,5-60,27.93258,-83.84517,42.1,2009,0
017-904-00039,7-20,29.39842,-83.63658,11.9,2009,0
017-904-00062,5-60,27.613,-83.75533,45.7,2009,0
017-904-00040,7-20,29.39017,-83.92408,18.5,2009,0
017-904-00063,5-60,27.9885,-83.98342,45.7,2009,0
017-904-00041,6-20,28.97867,-83.77625,21.9,2009,0
017-904-00064,6-60,28.04708,-83.85367,40.2,2009,0
017-904-00042,7-20,29.17383,-83.80975,19.8,2009,0
017-904-00065,6-20,28.08858,-83.617,31.1,2009,0
017-904-00043,7-20,29.204,-83.99467,21.9,2009,0.008571831
017-904-00066,5-20,27.93183,-83.462,31.1,2009,0
017-904-00044,7-20,29.16642,-84.16908,25.6,2009,0
017-904-00067,5-20,27.53783,-83.01092,15.7,2009,0
017-904-00068,5-20,27.63058,-82.91442,12.6,2009,0
017-904-00045,6-20,28.98483,-84.31392,29.3,2009,0
017-904-00069,5-20,27.38183,-82.878,14.1,2009,0
017-904-00070,5-20,27.35583,-82.84975,13,2009,0
017-904-00046,6-20,28.79858,-84.28517,34.7,2009,0
017-904-00071,5-20,27.74242,-82.94942,10.2,2009,0
017-904-00047,6-20,28.76933,-84.28408,34.7,2009,0
017-904-00072,5-20,27.87858,-82.96617,10.1,2009,0
017-904-00073,5-20,27.81942,-83.37933,29.3,2009,0
017-904-00048,6-20,28.59475,-83.995,32.9,2009,0
017-904-00074,5-20,27.53658,-83.25525,31.1,2009,0
017-904-00049,6-20,28.55525,-83.89517,31.1,2009,0
017-904-00075,5-20,27.73117,-83.2535,25.6,2009,0
017-904-00050,6-20,28.69317,-83.77075,25.6,2009,0
017-904-00076,5-20,27.19325,-82.55817,9.5,2009,0
017-904-00051,6-20,28.813,-83.57792,20.1,2009,0
017-904-00077,5-20,27.14508,-82.7925,20.1,2009,0
017-904-00052,6-20,28.93833,-83.45008,17.2,2009,0
017-904-00078,5-20,27.048,-82.69917,18.8,2009,0
017-904-00053,6-20,28.30033,-83.57808,27.4,2009,0
017-904-00080,4-20,26.8845,-82.68467,21.9,2009,0
017-904-00054,6-20,28.33625,-83.5105,23.8,2009,0
017-904-00081,4-20,26.66058,-82.69033,21.9,2009,0
017-904-00055,6-20,28.52492,-83.22083,14.1,2009,0
017-904-00082,4-20,26.60392,-82.72583,25.6,2009,0
017-904-00056,6-20,28.34075,-83.163,17.2,2009,0
017-904-00083,4-20,26.64417,-82.48383,17.4,2009,0
017-904-00059,6-20,28.15425,-83.361,23.8,2009,0
017-904-00084,4-20,26.4235,-82.44858,19.4,2009,0
017-904-00060,5-20,27.9505,-83.63558,34.7,2009,0
017-904-00085,4-20,26.50017,-82.62825,21.9,2009,0
017-904-00086,4-20,26.50967,-82.86025,31.1,2009,0
017-904-00089,4-20,26.91233,-82.70942,7.7,2009,0
017-904-00090,4-20,26.60542,-82.88933,18.8,2009,0
017-904-00091,4-20,26.12958,-82.63392,27.4,2009,0
017-904-00092,4-20,26.07208,-82.30275,20.1,2009,0
017-904-00093,4-20,26.01792,-82.01592,13.7,2009,0
017-904-00094,4-20,26.176,-82.60858,25.6,2009,0
017-904-00109,5-60,27.82717,-84.32225,69.5,2009,0
017-904-00095,4-60,26.4625,-82.98425,38.4,2009,0
017-904-00110,6-60,28.0275,-84.62567,89.6,2009,0.0102862
017-904-00096,4-20,26.23292,-82.81258,34.7,2009,0
017-904-00111,6-60,28.26058,-84.55417,64,2009,0
017-904-00097,4-20,26.11033,-82.7395,32.9,2009,0
017-904-00112,6-60,28.32158,-84.80608,73.2,2009,0
017-904-00098,4-60,26.15983,-82.83208,36.6,2009,0
017-904-00113,6-60,28.33383,-84.87533,86,2009,0
017-904-00099,4-20,26.34592,-82.86983,34.7,2009,0
017-904-00114,6-60,28.34925,-84.86967,80.5,2009,0
017-904-00100,4-60,26.37758,-83.02042,40.2,2009,0
017-904-00115,6-60,28.20492,-84.82933,95.1,2009,0
017-904-00101,4-60,26.41717,-83.55642,62.2,2009,0
017-904-00116,6-60,28.1155,-84.61208,75,2009,0
017-904-00102,4-60,26.27725,-83.81583,96.9,2009,0.003054331
017-904-00117,6-60,28.05583,-84.40208,64,2009,0
017-904-00103,4-60,26.24808,-83.61308,64,2009,0
017-904-00118,6-60,28.12717,-84.30742,56.7,2009,0
017-904-00119,6-60,28.14192,-84.32008,56.7,2009,0
017-904-00104,4-60,26.39667,-83.45283,56.7,2009,0
017-904-00120,6-20,28.54408,-83.91167,31.1,2009,0
017-904-00105,4-60,26.67842,-83.77283,75,2009,0
017-904-00121,6-60,28.34383,-84.35533,43.9,2009,0
017-904-00106,4-60,26.59425,-83.90108,93.3,2009,0
017-904-00122,6-60,28.57125,-84.50883,47.5,2009,0
017-904-00107,4-60,26.94533,-83.9815,82.3,2009,0
017-904-00123,8-60,28.96225,-85.07833,47.5,2009,0
017-904-00108,5-60,27.65992,-84.32467,80.5,2009,0
017-904-00124,7-20,29.06042,-84.946,34.7,2009,0
017-904-00125,8-60,29.18767,-85.57608,82.3,2009,0
017-904-00126,8-60,29.3125,-85.783,56.7,2009,0
017-904-00127,8-60,29.39867,-85.67483,38.4,2009,0
017-904-00128,9-60,29.6485,-86.14925,56.7,2009,0
017-904-00129,9-60,29.768,-86.31775,82.3,2009,0
017-904-00130,9-60,29.90167,-86.24617,54.9,2009,0
017-904-00131,9-60,29.85708,-86.525,96.9,2009,0.02037239
017-904-00132,9-60,29.95275,-86.49708,73.2,2009,0
017-904-00133,9-60,30.08042,-86.92,91.4,2009,0
017-904-00141,11-20,29.81617,-88.02158,32.9,2009,0
017-904-00142,10-20,29.83308,-87.99058,29.3,2009,0
017-904-00171,4-20,26.65975,-82.87408,31.1,2009,0
017-904-00172,4-20,26.71092,-82.89425,31.1,2009,0
017-904-00501,4-60,26.33475,-83.82133,96.9,2009,0
017-904-00502,4-60,26.38208,-83.8255,93.3,2009,0
017-904-00503,4-60,26.43175,-83.82717,91.4,2009,0
035-093-35004,15-20,28.542,-91.32783,34.7,2009,0
035-093-35005,15-20,28.54875,-91.03258,27.4,2009,0
035-093-35006,15-20,28.6255,-91.20542,21.9,2009,0
035-093-35007,15-20,28.62492,-91.20642,21.9,2009,0
035-093-35008,15-20,28.53758,-91.32575,34.7,2009,0.07971803
035-093-35009,15-20,28.54167,-91.05775,27.4,2009,0.0508677
035-093-35012,14-20,28.95725,-90.09558,20.1,2009,0
035-093-35013,13-20,28.9975,-89.90633,27.4,2009,0
035-093-35014,13-20,29.092,-89.88383,18.3,2009,0
035-093-35015,13-20,28.98475,-89.49967,20.1,2009,0
035-093-35016,13-20,28.98217,-89.5,21.9,2009,0.01381779
035-093-35018,13-20,28.999,-89.90117,27.4,2009,0
035-093-35020,14-20,28.95442,-90.09525,20.1,2009,0
035-093-35021,13-20,29.08675,-89.88508,18.3,2009,0
035-093-35022,13-20,29.13033,-89.82308,18.3,2009,0
035-093-35023,13-20,29.14142,-89.81942,18.3,2009,0
035-093-35024,13-20,29.20567,-89.85217,14.6,2009,0
035-093-35025,13-20,29.22775,-89.75492,12.8,2009,0
035-093-35028,13-20,29.22283,-89.75767,12.8,2009,0
035-093-35029,13-20,29.20175,-89.85075,12.8,2009,0
075-901-00001,4-60,26.31158,-83.828,54.5,2009,0.01594361
075-901-00002,4-60,26.26475,-83.8245,54,2009,0
075-901-00003,4-60,26.24133,-83.82175,51,2009,0
075-901-00004,4-60,26.21442,-83.82058,51,2009,0
075-901-00005,4-20,26.27883,-82.93875,19,2009,0
075-901-00006,4-20,26.49558,-83.03225,21,2009,0
075-901-00007,4-20,26.50008,-82.92717,18,2009,0
075-901-00008,4-20,26.6605,-82.94108,17,2009,0
075-901-00009,4-20,26.68317,-82.94308,18,2009,0
075-901-00010,4-20,26.66092,-82.94025,18,2009,0
075-901-00013,5-20,27.3765,-82.89775,8.5,2009,0
075-901-00014,5-20,27.5565,-83.02467,9.3,2009,0
075-901-00015,5-20,27.62017,-82.94892,7.6,2009,0
075-901-00016,5-20,27.62625,-82.96383,7.4,2009,0
004-290-00008,14-20,28.483,-90.9773333333333,35.1,2010,0
004-290-00010,14-60,28.3301666666667,-90.4710833333333,53.8,2010,0
004-290-00011,14-60,28.30525,-90.4035833333333,60.2,2010,0
004-290-00012,14-60,28.266,-90.12225,96.6,2010,0
004-290-00013,14-60,28.34975,-90.05425,86.9,2010,0
004-290-00015,14-60,28.4346666666667,-90.1665,60.2,2010,0
004-290-00016,14-60,28.3929166666667,-90.15825,64.7,2010,0
004-290-00017,14-60,28.4481666666667,-90.2671666666667,51.9,2010,0
004-290-00018,14-60,28.4236666666667,-90.2344166666667,55.8,2010,0
004-290-00001,14-60,28.3010833333333,-90.07725,94.4,2010,0.0442877955590324
004-290-00004,14-60,28.1931666666667,-90.6425,82.7,2010,0
004-290-00019,14-60,28.4669166666667,-90.3153333333333,48.3,2010,0
004-290-00005,14-60,28.158,-90.6071666666667,95.1,2010,0
004-290-00020,14-60,28.5259166666667,-90.4454166666667,38,2010,0
004-290-00006,14-60,28.1401666666667,-90.887,96.6,2010,0
004-290-00022,14-60,28.4686666666667,-90.55375,38.4,2010,0
004-290-00025,14-20,28.7194166666667,-90.7266666666667,18.1,2010,0
004-290-00026,14-20,28.89175,-90.53275,16.5,2010,0
004-290-00027,14-20,28.8628333333333,-90.6120833333333,16.6,2010,0
004-290-00028,14-20,28.8374166666667,-90.75,17.6,2010,0
004-290-00029,14-20,28.765,-90.8669166666667,17.9,2010,0
004-290-00030,18-20,29.1763333333333,-94.75725,14.8,2010,0
004-290-00031,18-20,29.1425833333333,-94.7506666666667,17,2010,0
004-290-00032,18-20,29.1338333333333,-94.8673333333333,14.3,2010,0
004-290-00033,18-20,29.0740833333333,-94.7804166666667,18.3,2010,0
004-290-00034,18-20,29.0165,-94.7175833333333,19,2010,0
004-290-00036,19-20,28.95125,-95.0099166666667,18.7,2010,0
004-290-00037,18-20,28.811,-94.8936666666667,20.3,2010,0
004-290-00038,18-20,28.7725,-94.8783333333333,22.5,2010,0
004-290-00039,19-20,28.6566666666667,-95.173,25.1,2010,0
004-290-00040,19-20,28.6235,-95.1511666666667,27.2,2010,0
004-290-00041,19-20,28.4385833333333,-95.5249166666667,29.1,2010,0
004-290-00042,19-20,28.5459166666667,-95.6003333333333,20.1,2010,0
004-290-00043,19-20,28.4575833333333,-95.7448333333333,23,2010,0
004-290-00044,19-20,28.4123333333333,-95.8568333333333,22.3,2010,0
004-290-00045,19-20,28.38375,-95.83925,25.1,2010,0
004-290-00046,19-20,28.4530833333333,-95.9820833333333,17.6,2010,0
004-290-00047,19-20,28.3481666666667,-96.02,21.8,2010,0
004-290-00061,20-60,27.2099166666667,-97.0046666666667,36.6,2010,0.0031446955426531
004-290-00048,19-20,28.0991666666667,-96.10375,32.9,2010,0
004-290-00062,20-20,27.0501666666667,-97.1326666666667,31.1,2010,0
004-290-00063,20-20,27.0180833333333,-97.065,35.3,2010,0
004-290-00049,19-20,28.27175,-96.325,20.5,2010,0
004-290-00065,21-20,26.6059166666667,-97.0544166666667,33.3,2010,0.0170824354299125
004-290-00066,21-20,26.447,-97.162,18.1,2010,0.0408810420544915
004-290-00050,20-60,27.924,-96.2950833333333,42.2,2010,0.0119236372658933
004-290-00068,21-20,26.4659166666667,-97.017,32,2010,0
004-290-00051,20-20,27.9395,-96.38675,35.7,2010,0
004-290-00069,21-20,26.3154166666667,-96.939,35.1,2010,0
004-290-00070,21-60,26.2936666666667,-96.9071666666667,37.7,2010,0
004-290-00053,20-60,27.8609166666667,-96.46175,38.4,2010,0
004-290-00071,21-60,26.11775,-96.8619166666667,37.9,2010,0
004-290-00054,20-60,27.64925,-96.50775,56.1,2010,0.0588394998141431
004-290-00072,21-20,26.0134166666667,-97.0138333333333,26,2010,0.0291971392944732
004-290-00073,21-20,26.0280833333333,-96.9288333333333,32,2010,0
004-290-00055,0-60,27.4561666666667,-96.461,83.2,2010,0.265045422653286
004-290-00074,0-60,26.0306666666667,-96.4525833333333,66.8,2010,0.217089283588471
004-290-00075,0-60,26.1231666666667,-96.4643333333333,62.9,2010,0.107556074929079
004-290-00056,20-20,27.65775,-96.91425,25.6,2010,0
004-290-00076,0-60,26.1753333333333,-96.3685833333333,95.1,2010,0.0841468115621616
004-290-00057,20-20,27.6764166666667,-97.0164166666667,20.5,2010,0
004-290-00077,0-60,26.22225,-96.3714166666667,90.9,2010,0.0488806039873765
004-290-00058,20-20,27.59575,-96.977,25.2,2010,0
004-290-00078,21-60,26.2545833333333,-96.5753333333333,53.2,2010,0.284804592979624
004-290-00060,20-20,27.3103333333333,-97.127,26.2,2010,0
004-290-00079,21-60,26.3204166666667,-96.6775,47,2010,0.0042647506834623
004-290-00081,21-60,26.5936666666667,-96.67175,64.9,2010,0.0423194490897421
004-290-00082,21-60,26.6088333333333,-96.6274166666667,73,2010,0
004-290-00083,21-60,26.6401666666667,-96.5726666666667,89.6,2010,0.0984173234645165
004-290-00084,21-60,26.6805833333333,-96.6055,89.6,2010,0.729385925322219
004-290-00085,21-60,26.86375,-96.82075,60.7,2010,0.467014804169997
004-290-00087,20-60,27.1220833333333,-96.57325,94.9,2010,0.589847825297336
004-290-00088,20-60,27.1506666666667,-96.5384166666667,100.8,2010,0.0938245150361724
004-290-00089,20-60,27.32025,-96.6705833333333,68,2010,0.0964489769952262
004-290-00090,20-60,27.33475,-96.6324166666667,71.5,2010,0.170261969593614
004-290-00091,19-60,27.9988333333333,-95.8015,49.2,2010,0.0038973260091948
004-290-00093,20-60,27.7554166666667,-95.9568333333333,73.2,2010,0.100912905595224
004-290-00094,20-60,27.80925,-96.1294166666667,64,2010,0.0272053601291199
004-290-00095,20-60,27.6683333333333,-96.1146666666667,93.3,2010,0.345444805360453
004-290-00096,0-60,27.3635,-96.4459166666667,95.8,2010,0.0719233799878687
004-290-00097,20-60,27.786,-95.9385,62.4,2010,0.105974367944828
004-290-00098,20-60,27.7618333333333,-95.6095833333333,94,2010,0.485121699046632
004-290-00099,20-60,27.8133333333333,-95.626,72.2,2010,0.571653238061973
004-290-00100,20-60,27.97725,-95.7461666666667,51.9,2010,0.0992046620522327
004-290-00102,20-60,27.9173333333333,-95.54075,61.4,2010,0.327073571647077
004-290-00104,0-60,27.94075,-95.3875833333333,67.5,2010,1.07832580742622
004-290-00113,19-20,28.3396666666667,-95.3728333333333,34.6,2010,0
004-290-00105,0-60,27.9446666666667,-95.4123333333333,66.2,2010,0.293283623924259
004-290-00114,19-20,28.3344166666667,-95.3220833333333,35.3,2010,0.0079085349212557
004-290-00107,19-60,28.1205,-95.5955833333333,44.4,2010,0
004-290-00115,19-20,28.4323333333333,-95.31975,32.7,2010,0
004-290-00108,19-20,28.2303333333333,-95.6521666666667,35.7,2010,0
004-290-00117,18-20,28.494,-94.9795,34,2010,0.0065611548976344
004-290-00109,19-60,28.2005833333333,-95.40125,44.6,2010,0
004-290-00118,18-60,28.2944166666667,-94.96625,43,2010,0.0045928084283441
004-290-00110,19-60,28.2251666666667,-95.37625,41,2010,0
004-290-00119,18-60,28.2565833333333,-94.9611666666667,46.8,2010,0
004-290-00111,19-60,28.2376666666667,-95.3383333333333,41.9,2010,0.0137784252850323
004-290-00120,19-60,28.3069166666667,-95.1516666666667,38.2,2010,0.0049602331026116
004-290-00112,19-60,28.30425,-95.3166666666667,37.9,2010,0
004-290-00121,19-60,28.062,-95.25775,55.4,2010,0
004-290-00122,19-60,28.0259166666667,-95.272,58.5,2010,0.206570932143201
004-290-00123,19-60,28.0863333333333,-95.2175833333333,54.3,2010,0.0350759340827537
004-290-00124,19-60,28.0549166666667,-95.11725,58.9,2010,0.540639163565077
004-290-00127,18-60,28.12975,-94.616,56.7,2010,0
004-290-00128,18-60,28.0270833333333,-94.5215833333333,59.4,2010,1.2689273572025
004-290-00129,18-60,28.0929166666667,-94.1618333333333,60.9,2010,0.109697462846219
004-290-00130,18-60,28.2640833333333,-94.2380833333333,50.7,2010,0.625139268083266
004-290-00131,18-60,28.22675,-94.2555833333333,51.2,2010,0
004-290-00132,18-60,28.4740833333333,-94.1595833333333,40.4,2010,0
004-290-00133,18-60,28.424,-94.60825,40.2,2010,0
004-290-00134,18-60,28.3885833333333,-94.6308333333333,41.7,2010,0
004-290-00136,18-20,28.6609166666667,-94.57425,29.6,2010,0
004-290-00137,18-20,28.6791666666667,-94.94625,27.6,2010,0
004-290-00138,18-20,28.6833333333333,-94.9279166666667,26.5,2010,0
004-290-00139,18-20,28.8040833333333,-94.7235833333333,21.9,2010,0
004-290-00140,18-20,28.8835833333333,-94.595,20.3,2010,0
004-290-00141,18-20,28.8505833333333,-94.6078333333333,20.1,2010,0
004-290-00142,18-20,28.77425,-94.6050833333333,21.4,2010,0
004-290-00143,18-20,28.7769166666667,-94.5185833333333,24.3,2010,0
004-290-00144,18-20,28.7761666666667,-94.3326666666667,28.2,2010,0
004-290-00145,18-20,29.0055,-94.3116666666667,18.7,2010,0
004-290-00146,18-20,28.9764166666667,-94.33375,16.1,2010,0
004-290-00148,18-20,29.0846666666667,-94.34075,16.8,2010,0
004-290-00165,15-60,28.5049166666667,-91.2234166666667,36.6,2010,0
004-290-00149,18-20,29.36925,-94.4315,13.9,2010,0
004-290-00166,15-20,28.6403333333333,-91.1458333333333,19.2,2010,0
004-290-00150,18-20,29.3484166666667,-94.2920833333333,15.5,2010,0
004-290-00151,18-20,29.3880833333333,-94.1406666666667,14.3,2010,0
004-290-00167,15-20,28.814,-91.3650833333333,15.7,2010,0
004-290-00152,18-20,29.5361666666667,-94.1768333333333,11.7,2010,0
004-290-00168,15-20,28.9124166666667,-91.523,15.4,2010,0
004-290-00154,17-20,29.2035833333333,-93.86125,15.9,2010,0
004-290-00169,15-20,28.85125,-91.5963333333333,20.5,2010,0
004-290-00155,17-20,29.02525,-93.9065833333333,20.5,2010,0
004-290-00170,15-20,28.92,-91.8578333333333,21.2,2010,0
004-290-00156,17-20,29.0350833333333,-93.9815,20.8,2010,0
004-290-00171,15-20,29.0616666666667,-91.9214166666667,14.3,2010,0
004-290-00157,17-20,28.6225,-93.8980833333333,31.6,2010,0
004-290-00172,16-20,29.0696666666667,-92.2673333333333,18.5,2010,0
004-290-00159,17-60,28.5481666666667,-93.8485,39.1,2010,0.0101697900913334
004-290-00173,16-20,29.2704166666667,-92.5963333333333,16.5,2010,0
004-290-00160,17-20,29.0160833333333,-93.8915833333333,20.8,2010,0
004-290-00174,16-20,29.3328333333333,-92.63875,15.5,2010,0
004-290-00161,17-20,29.0319166666667,-93.8886666666667,20.3,2010,0
004-290-00175,16-20,29.2873333333333,-92.6315,16.3,2010,0
004-290-00162,17-20,29.0355,-93.8645,19.9,2010,0
004-290-00176,16-20,29.2560833333333,-92.637,17.9,2010,0
004-290-00163,17-20,28.9445,-93.7858333333333,22.5,2010,0
004-290-00177,16-20,29.19575,-92.7275833333333,19.6,2010,0
004-290-00164,15-60,28.4260833333333,-91.2305,47,2010,0
004-290-00178,16-20,29.5784166666667,-92.9381666666667,11.5,2010,0
004-290-00179,16-20,29.5465,-92.9483333333333,12.8,2010,0
004-290-00180,17-20,29.6025,-93.2305833333333,10.6,2010,0
004-290-00181,17-20,29.6004166666667,-93.5908333333333,11,2010,0
004-290-00182,17-20,29.19925,-93.3758333333333,17.7,2010,0
004-290-00183,17-20,29.1540833333333,-93.3660833333333,18.7,2010,0
004-290-00185,17-20,29.1778333333333,-93.5085833333333,18.3,2010,0
004-290-00186,17-20,29.106,-93.5344166666667,20.3,2010,0
004-290-00187,17-20,29.0820833333333,-93.3975,21.2,2010,0
004-290-00188,17-20,29.02525,-93.3348333333333,24.3,2010,0
004-290-00190,17-20,28.7653333333333,-93.68375,21.4,2010,0.718484314107688
004-290-00191,17-20,28.744,-93.65225,21.6,2010,0.0661153519416984
004-290-00193,17-20,28.5923333333333,-93.5925833333333,36.2,2010,0
004-290-00195,17-60,28.4031666666667,-93.6813333333333,49.7,2010,0
004-290-00196,17-60,28.3625833333333,-93.62625,52.9,2010,0
004-290-00197,17-60,28.3755833333333,-93.6339166666667,53.9,2010,0.0147625985196775
004-290-00198,17-60,28.3628333333333,-93.43825,53.8,2010,0
004-290-00199,17-60,28.2785833333333,-93.5579166666667,59.6,2010,0
004-290-00200,17-60,28.1611666666667,-93.6039166666667,62.7,2010,0.274912390210883
004-290-00201,17-60,28.1240833333333,-93.6049166666667,66.6,2010,0.127753256420286
004-290-00202,17-60,28.0194166666667,-93.7795833333333,82.7,2010,0.299516721077012
004-290-00203,17-60,27.9965833333333,-93.8455833333333,83.8,2010,0.645538908068457
004-290-00204,0-60,27.9888333333333,-93.9110833333333,75.9,2010,0.587079017930534
004-290-00216,16-20,29.0628333333333,-92.4223333333333,22.3,2010,0
004-290-00207,17-60,28.1436666666667,-93.3801666666667,72.8,2010,0.0905439375873552
004-290-00208,17-60,28.4733333333333,-93.21575,42.2,2010,0.0341180054676991
004-290-00217,16-20,28.9936666666667,-92.25925,23.4,2010,0
004-290-00209,17-60,28.47125,-93.02875,46.8,2010,0
004-290-00218,16-20,28.9430833333333,-92.4686666666667,27.4,2010,0
004-290-00211,17-60,28.535,-93.23675,39.7,2010,0
004-290-00219,16-20,28.7831666666667,-92.4121666666667,34.2,2010,0
004-290-00212,17-20,28.6796666666667,-93.4090833333333,30.9,2010,0
004-290-00213,17-20,28.9049166666667,-93.2636666666667,25.4,2010,0
004-290-00220,16-60,28.4313333333333,-92.2825,55.4,2010,0
004-290-00214,16-20,29.014,-92.96025,24.5,2010,0
004-290-00221,16-60,28.5005833333333,-92.5110833333333,49.2,2010,0
004-290-00215,16-20,29.0804166666667,-92.6815833333333,23.8,2010,0
004-290-00222,16-60,28.4185833333333,-92.7094166666667,53.8,2010,0
004-290-00223,16-60,28.3949166666667,-92.5514166666667,56.7,2010,0
017-1001-00001,11-20,30.15008,-88.63233,13.9,2010,0
017-1001-00002,11-20,30.14517,-88.3805,16.1,2010,0
017-1001-00003,11-20,29.94908,-88.49942,27.4,2010,0
017-1001-00004,11-20,29.89775,-88.544,25.6,2010,0
017-1001-00005,11-20,29.84008,-88.52567,27.4,2010,0
017-1001-00006,11-20,29.81642,-88.40267,32.9,2010,0
017-1001-00007,10-20,30.22392,-87.70842,12.1,2010,0
017-1001-00008,10-20,30.19442,-87.41075,15.9,2010,0
017-1001-00009,10-20,29.8535,-87.49183,31.1,2010,0
017-1001-00010,10-20,30.01142,-87.27367,29.3,2010,0
017-1001-00011,10-20,29.99,-87.27425,27.4,2010,0
017-1001-00012,10-20,30.12008,-87.21292,27.4,2010,0
017-1001-00013,9-20,30.23692,-86.96167,27.4,2010,0
017-1001-00014,9-20,30.28167,-86.95042,27.4,2010,0
017-1001-00015,9-20,30.31675,-86.80367,19.9,2010,0
017-1001-00016,9-20,30.21992,-86.78783,29.3,2010,0
017-1001-00017,9-20,30.28608,-86.2865,23.8,2010,0
017-1001-00018,13-20,29.22633,-89.55483,4.2,2010,0
017-1001-00019,15-20,28.82408,-91.03575,9.3,2010,0
017-1001-00020,15-20,29.05483,-91.48275,7.9,2010,0
017-1001-00021,15-20,29.11142,-91.53042,7.5,2010,0
017-1001-00023,11-20,30.1405,-88.61567,13.4,2010,0
017-1001-00024,11-20,29.19075,-88.92525,31.1,2010,0
017-1001-00025,11-60,29.00992,-88.95667,89.6,2010,0
017-1001-00026,13-60,28.92725,-89.08133,73.2,2010,0
017-1001-00028,11-60,29.336,-88.72258,54.9,2010,0
017-1001-00029,11-60,29.46442,-88.54342,53,2010,0
017-1001-00030,11-20,29.57808,-88.56858,31.1,2010,0
017-1001-00031,11-60,29.55692,-88.48033,45.7,2010,0
017-1002-00001,10-20,29.5355,-87.88808,21.9,2010,0
017-1002-00003,0-60,29.34358,-87.81992,93.3,2010,0.1467033
017-1002-00004,10-20,30.22042,-87.69717,7.9,2010,0
017-1002-00005,10-20,30.20208,-87.39908,16.3,2010,0
017-1002-00014,9-60,29.73642,-86.30817,87.8,2010,0
017-1002-00007,10-20,30.015,-87.29083,25.6,2010,0
017-1002-00015,9-60,30.0295,-86.1795,36.6,2010,0
017-1002-00008,10-20,30.12417,-87.21458,32.9,2010,0
017-1002-00016,9-20,30.043,-86.10508,29.3,2010,0
017-1002-00009,9-60,30.10167,-86.86775,91.4,2010,0
017-1002-00017,9-20,30.03925,-86.08717,27.4,2010,0
017-1002-00010,9-60,30.0985,-86.54758,42.1,2010,0
017-1002-00018,8-20,30.13208,-85.88292,23.8,2010,0
017-1002-00011,9-60,30.03633,-86.551,47.5,2010,0
017-1002-00019,8-60,29.72342,-85.85475,38.4,2010,0
017-1002-00012,9-60,30.0265,-86.49158,45.7,2010,0
017-1002-00020,8-20,29.7085,-85.82383,34.7,2010,0
017-1002-00013,9-60,29.8655,-86.46583,73.2,2010,0
017-1002-00021,8-20,29.653,-85.72533,25.6,2010,0
017-1002-00022,8-60,29.59942,-85.88392,38.4,2010,0
017-1002-00023,8-20,29.382,-85.14242,21.9,2010,0
017-1002-00024,8-20,29.36833,-85.151,23.8,2010,0
017-1002-00025,8-20,29.31892,-85.17317,27.4,2010,0
017-1002-00026,8-60,29.11617,-85.50975,47.5,2010,0
